authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
ray_vllm_kv_offload_total_time_total	ray_vllm_kv_offload_total_time_total	ray_vllm_kv_offload_total_time_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name,transfer_type	<excluded>	<none>	workload/outcome	Total time measured by all KV offloading operations	deprecated compatibility alias of the canonical KV-offload load/store family	raw counter; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name,transfer_type; no chart identity/dimension role	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_lora_requests_info	ray_vllm_lora_requests_info	ray_vllm_lora_requests_info	gauge	Component,ReplicaId,SessionName,Version,WorkerId,max_lora,running_lora_adapters,waiting_lora_adapters	<excluded>	<none>	state/configuration	Running stats on lora requests.	metadata-only information family; writer contract does not retain this shape	raw gauge; no rendered unit because writer-ineligible	source labels=Component,ReplicaId,SessionName,Version,WorkerId,max_lora,running_lora_adapters,waiting_lora_adapters; no chart identity/dimension role	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	writer-ineligible	collector writer exclusion; metadata-only or structurally unsupported source shape	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mm_cache_hits	ray_vllm_mm_cache_hits	ray_vllm_mm_cache_hits	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	workload/outcome	Deprecated Ray counter compatibility gauge: Multi-modal cache hits, in terms of number of cached items.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mm_cache_hits_total	ray_vllm_mm_cache_hits_total	ray_vllm_mm_cache_hits_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Cache	model_name,engine,ReplicaId,WorkerId	workload/outcome	Multi-modal cache hits, in terms of number of cached items.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> items/s; counted/measured object: Multi-modal cache hits, in terms of number of cached items.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache / Multimodal Cache [multimodal; items/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mm_cache_queries	ray_vllm_mm_cache_queries	ray_vllm_mm_cache_queries	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	workload/outcome	Deprecated Ray counter compatibility gauge: Multi-modal cache queries, in terms of number of queried items.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mm_cache_queries_total	ray_vllm_mm_cache_queries_total	ray_vllm_mm_cache_queries_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/KV Cache	model_name,engine,ReplicaId,WorkerId	workload/outcome	Multi-modal cache queries, in terms of number of queried items.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> items/s; counted/measured object: Multi-modal cache queries, in terms of number of queried items.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/KV Cache / Multimodal Cache [multimodal; items/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mooncake_store_operation_bytes_total	ray_vllm_mooncake_store_operation_bytes_total	ray_vllm_mooncake_store_operation_bytes_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name,operation,status	vLLM/Mooncake Connector/Operation Volume	model_name,engine,operation,ReplicaId,WorkerId	workload/outcome	Number of bytes transferred by Mooncake store operations.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> bytes/s; counted/measured object: Number of bytes transferred by Mooncake store operations.	identity=model_name,engine,operation,ReplicaId,WorkerId; dimension=status; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Mooncake Connector/Operation Volume / Mooncake Store Byte Throughput [bytes; bytes/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mooncake_store_operation_failed_keys_total	ray_vllm_mooncake_store_operation_failed_keys_total	ray_vllm_mooncake_store_operation_failed_keys_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name,operation,status	vLLM/Mooncake Connector/Operation Volume	model_name,engine,operation,ReplicaId,WorkerId	error/outcome	Number of Mooncake store keys that failed in operations.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> keys/s; counted/measured object: Number of Mooncake store keys that failed in operations.	identity=model_name,engine,operation,ReplicaId,WorkerId; dimension=status; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Mooncake Connector/Operation Volume / Mooncake Store Failed Keys [failed_keys; keys/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mooncake_store_operation_keys_total	ray_vllm_mooncake_store_operation_keys_total	ray_vllm_mooncake_store_operation_keys_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name,operation,status	vLLM/Mooncake Connector/Operation Volume	model_name,engine,operation,ReplicaId,WorkerId	workload/outcome	Number of Mooncake store keys touched by operations.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> keys/s; counted/measured object: Number of Mooncake store keys touched by operations.	identity=model_name,engine,operation,ReplicaId,WorkerId; dimension=status; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Mooncake Connector/Operation Volume / Mooncake Store Key Throughput [keys; keys/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mooncake_store_operation_time_seconds_bucket	ray_vllm_mooncake_store_operation_time_seconds_bucket	ray_vllm_mooncake_store_operation_time_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name,operation,status	vLLM/Mooncake Connector/Operation Timing	model_name,engine,operation,status,ReplicaId,WorkerId	latency	Histogram of Mooncake store communication time.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of Mooncake store communication time.	identity=model_name,engine,operation,status,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Mooncake Connector/Operation Timing / Mooncake Store Operation Time [duration; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mooncake_store_operation_time_seconds_count	ray_vllm_mooncake_store_operation_time_seconds_count	ray_vllm_mooncake_store_operation_time_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name,operation,status	vLLM/Mooncake Connector/Operation Timing	model_name,engine,operation,status,ReplicaId,WorkerId	latency	Histogram of Mooncake store communication time.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> operations/s; counted/measured object: Histogram of Mooncake store communication time.	identity=model_name,engine,operation,status,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Mooncake Connector/Operation Timing / Mooncake Store Operation Measurements [measurements; operations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mooncake_store_operation_time_seconds_sum	ray_vllm_mooncake_store_operation_time_seconds_sum	ray_vllm_mooncake_store_operation_time_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name,operation,status	vLLM/Mooncake Connector/Operation Timing	model_name,engine,operation,status,ReplicaId,WorkerId	latency	Histogram of Mooncake store communication time.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> in-flight; counted/measured object: Histogram of Mooncake store communication time.	identity=model_name,engine,operation,status,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Mooncake Connector/Operation Timing / Mooncake Store Operation Concurrency [concurrency; in-flight; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_mooncake_store_operation_total	ray_vllm_mooncake_store_operation_total	ray_vllm_mooncake_store_operation_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name,operation,status	vLLM/Mooncake Connector/Operation Timing	model_name,engine,operation,status,ReplicaId,WorkerId	workload/outcome	Number of Mooncake store communication operations.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> operations/s; counted/measured object: Number of Mooncake store communication operations.	identity=model_name,engine,operation,status,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/Mooncake Connector/Operation Timing / Mooncake Store Operation Measurements [measurements; operations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_bytes_transferred_bucket	ray_vllm_nixl_bytes_transferred_bucket	ray_vllm_nixl_bytes_transferred	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	workload/outcome	Histogram of bytes transferred per NIXL KV Cache transfers.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of bytes transferred per NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Transfer Size [transfer_size; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_bytes_transferred_count	ray_vllm_nixl_bytes_transferred_count	ray_vllm_nixl_bytes_transferred	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	workload/outcome	Histogram of bytes transferred per NIXL KV Cache transfers.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of bytes transferred per NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Transfer Measurements [transfer_measurements; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_bytes_transferred_sum	ray_vllm_nixl_bytes_transferred_sum	ray_vllm_nixl_bytes_transferred	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	workload/outcome	Histogram of bytes transferred per NIXL KV Cache transfers.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> bytes/s; counted/measured object: Histogram of bytes transferred per NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Transfer Throughput [transfer_throughput; bytes/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_descriptors_bucket	ray_vllm_nixl_num_descriptors_bucket	ray_vllm_nixl_num_descriptors	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	domain signal	Histogram of number of descriptors per NIXL KV Cache transfers.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of number of descriptors per NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Transfer Descriptors [transfer_descriptors; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_descriptors_count	ray_vllm_nixl_num_descriptors_count	ray_vllm_nixl_num_descriptors	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	domain signal	Histogram of number of descriptors per NIXL KV Cache transfers.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of number of descriptors per NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Transfer Measurements [transfer_measurements; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_descriptors_sum	ray_vllm_nixl_num_descriptors_sum	ray_vllm_nixl_num_descriptors	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	domain signal	Histogram of number of descriptors per NIXL KV Cache transfers.	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> descriptors/s; counted/measured object: Histogram of number of descriptors per NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Descriptor Throughput [descriptor_throughput; descriptors/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_failed_notifications	ray_vllm_nixl_num_failed_notifications	ray_vllm_nixl_num_failed_notifications	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	error/outcome	Deprecated Ray counter compatibility gauge: Number of failed NIXL KV Cache notifications.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_failed_notifications_total	ray_vllm_nixl_num_failed_notifications_total	ray_vllm_nixl_num_failed_notifications_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	error/outcome	Number of failed NIXL KV Cache notifications.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> failures/s; counted/measured object: Number of failed NIXL KV Cache notifications.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Failures [failures; failures/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_failed_transfers	ray_vllm_nixl_num_failed_transfers	ray_vllm_nixl_num_failed_transfers	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	error/outcome	Deprecated Ray counter compatibility gauge: Number of failed NIXL KV Cache transfers.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_failed_transfers_total	ray_vllm_nixl_num_failed_transfers_total	ray_vllm_nixl_num_failed_transfers_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	error/outcome	Number of failed NIXL KV Cache transfers.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> failures/s; counted/measured object: Number of failed NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Failures [failures; failures/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_kv_expired_reqs	ray_vllm_nixl_num_kv_expired_reqs	ray_vllm_nixl_num_kv_expired_reqs	gauge	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	<excluded>	<none>	workload/outcome	Deprecated Ray counter compatibility gauge: Number of requests that had their KV expire. NOTE: This metric is tracked on the P instance.	Ray compatibility gauge alias of the canonical counter family; default unless RAY_EXPORT_COUNTER_AS_GAUGE=0	raw gauge; no rendered unit because job-excluded	source labels=Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name; no chart identity/dimension role	Ray node metrics export; compatibility alias enabled by default and disabled with RAY_EXPORT_COUNTER_AS_GAUGE=0	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_num_kv_expired_reqs_total	ray_vllm_nixl_num_kv_expired_reqs_total	ray_vllm_nixl_num_kv_expired_reqs_total	counter	Component,ReplicaId,SessionName,Version,WorkerId,engine,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	workload/outcome	Number of requests that had their KV expire. NOTE: This metric is tracked on the P instance.	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> requests/s; counted/measured object: Number of requests that had their KV expire. NOTE: This metric is tracked on the P instance.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Requests with Expired KV [expired_requests; requests/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_post_time_seconds_bucket	ray_vllm_nixl_post_time_seconds_bucket	ray_vllm_nixl_post_time_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	latency	Histogram of transfer post time for NIXL KV Cache transfers.	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of transfer post time for NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Transfer Post Time [post_time; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
ray_vllm_nixl_post_time_seconds_count	ray_vllm_nixl_post_time_seconds_count	ray_vllm_nixl_post_time_seconds	histogram	Component,ReplicaId,SessionName,Version,WorkerId,engine,le,model_name	vLLM/NIXL Connector	model_name,engine,ReplicaId,WorkerId	latency	Histogram of transfer post time for NIXL KV Cache transfers.	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Histogram of transfer post time for NIXL KV Cache transfers.	identity=model_name,engine,ReplicaId,WorkerId; remaining=Component,SessionName,Version,le retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	Ray node metrics export carrying vLLM metrics; underlying vLLM feature/connector gate also applies	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	vLLM/NIXL Connector / NIXL Transfer Measurements [transfer_measurements; observations/s; incremental]	ray-project/ray @ 03491225d59a1ffde99c3628969ccf456be13efd; src/ray/stats/metric_exporter.cc plus vLLM registration path
