authored_selector	emitted_metric	source_family	source_type	source_labels	operator_owner	entity_identity	signal_role	observation_population	cross_family_relationship	unit_algebra	label_roles_and_optionality	availability_gate	evidence_and_uncertainty	disposition	destination	source_path
"litellm_output_audio_tokens_metric_total{api_provider=~"".+"",model=~"".+""}"	litellm_output_audio_tokens_metric_total	litellm_output_audio_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Provider and Model	api_provider,model	workload/outcome	Audio output tokens reported in completion_tokens_details.audio_tokens	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Audio output tokens reported in completion_tokens_details.audio_tokens	identity=api_provider,model; routing=api_provider,model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,end_user,hashed_api_key,model_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Provider and Model / Audio and Reasoning Token Throughput by Provider and Model [specialized_token_throughput_by_provider_model; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_output_reasoning_tokens_metric_created	litellm_output_reasoning_tokens_metric_created	litellm_output_reasoning_tokens_metric_created	gauge	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,requested_model,team,team_alias,user,user_email	<excluded>	<none>	workload/outcome	Reasoning tokens reported in completion_tokens_details.reasoning_tokens	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,requested_model,team,team_alias,user,user_email; no chart identity/dimension role	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_output_reasoning_tokens_metric_total	litellm_output_reasoning_tokens_metric_total	litellm_output_reasoning_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost	<global>	workload/outcome	Reasoning tokens reported in completion_tokens_details.reasoning_tokens	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Reasoning tokens reported in completion_tokens_details.reasoning_tokens	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost / Audio and Reasoning Token Throughput [specialized_token_throughput; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_reasoning_tokens_metric_total{api_provider=~"".+"",model=~"".+""}"	litellm_output_reasoning_tokens_metric_total	litellm_output_reasoning_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Provider and Model	api_provider,model	workload/outcome	Reasoning tokens reported in completion_tokens_details.reasoning_tokens	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Reasoning tokens reported in completion_tokens_details.reasoning_tokens	identity=api_provider,model; routing=api_provider,model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,end_user,hashed_api_key,model_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Provider and Model / Audio and Reasoning Token Throughput by Provider and Model [specialized_token_throughput_by_provider_model; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_output_tokens_metric_created	litellm_output_tokens_metric_created	litellm_output_tokens_metric_created	gauge	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	<excluded>	<none>	workload/outcome	Total number of output tokens from LLM requests	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email; no chart identity/dimension role	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost	<global>	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=<global>; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost / Request Token Throughput [request_token_throughput; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_tokens_metric_total{api_provider=~"".+"",model=~"".+""}"	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Provider and Model	api_provider,model	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=api_provider,model; routing=api_provider,model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,end_user,hashed_api_key,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Provider and Model / Request Token Throughput by Provider and Model [request_token_throughput_by_provider_model; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_tokens_metric_total{hashed_api_key=~"".+""}"	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By API Key	hashed_api_key	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=hashed_api_key; routing=hashed_api_key; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By API Key / Request Token Throughput by API Key [request_token_throughput_by_api_key; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_tokens_metric_total{team=~"".+""}"	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Team	team	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=team; routing=team; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Team / Request Token Throughput by Team [request_token_throughput_by_team; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_tokens_metric_total{user=~"".+""}"	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By User	user	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=user; routing=user; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By User / Request Token Throughput by User [request_token_throughput_by_user; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_tokens_metric_total{org_id=~"".+""}"	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Organization	org_id	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=org_id; routing=org_id; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Organization / Request Token Throughput by Organization [request_token_throughput_by_organization; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_tokens_metric_total{end_user=~"".+""}"	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By End User	end_user	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=end_user; routing=end_user; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By End User / Request Token Throughput by End User [request_token_throughput_by_end_user; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_output_tokens_metric_total{requested_model=~"".+""}"	litellm_output_tokens_metric_total	litellm_output_tokens_metric_total	counter	api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,requested_model,team,team_alias,user,user_email	LiteLLM/Usage and Cost/By Requested Model	requested_model	workload/outcome	Total number of output tokens from LLM requests	independent source family unless a source-defined relationship is stated in OPERATOR-MODEL.md	raw counter -> incremental -> tokens/s; counted/measured object: Total number of output tokens from LLM requests	identity=requested_model; routing=requested_model; complementary blank/nonblank routes mark those labels optional; remaining=api_key_alias,api_provider,end_user,hashed_api_key,model,model_id,org_alias,org_id,team,team_alias,user,user_email retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Usage and Cost/By Requested Model / Request Token Throughput by Requested Model [request_token_throughput_by_requested_model; tokens/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_overhead_latency_metric_bucket	litellm_overhead_latency_metric_bucket	litellm_overhead_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway	<global>	latency	Latency overhead (milliseconds) added by LiteLLM processing	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Latency overhead (milliseconds) added by LiteLLM processing	identity=<global>; remaining=api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway / LiteLLM Overhead-Latency Distribution [overhead_latency_distribution; observations/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_overhead_latency_metric_count	litellm_overhead_latency_metric_count	litellm_overhead_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway	<global>	latency	Latency overhead (milliseconds) added by LiteLLM processing	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Latency overhead (milliseconds) added by LiteLLM processing	identity=<global>; remaining=api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway / Internal Overhead Measurements [internal_overhead_measurements; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_overhead_latency_metric_sum	litellm_overhead_latency_metric_sum	litellm_overhead_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway	<global>	latency	Latency overhead (milliseconds) added by LiteLLM processing	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Latency overhead (milliseconds) added by LiteLLM processing	identity=<global>; remaining=api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway / Accumulated Internal Overhead [accumulated_internal_overhead; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_overhead_latency_metric_bucket{api_provider=~"".+"",litellm_model_name=~"".+""}"	litellm_overhead_latency_metric_bucket	litellm_overhead_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway/By Provider and LiteLLM Model	api_provider,litellm_model_name	latency	Latency overhead (milliseconds) added by LiteLLM processing	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Latency overhead (milliseconds) added by LiteLLM processing	identity=api_provider,litellm_model_name; routing=api_provider,litellm_model_name; complementary blank/nonblank routes mark those labels optional; remaining=api_base,api_key_alias,hashed_api_key,le,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway/By Provider and LiteLLM Model / LiteLLM Overhead-Latency Distribution by Provider and LiteLLM Model [overhead_latency_distribution_by_provider_litellm_model; observations/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_overhead_latency_metric_count{api_provider=~"".+"",litellm_model_name=~"".+""}"	litellm_overhead_latency_metric_count	litellm_overhead_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway/By Provider and LiteLLM Model	api_provider,litellm_model_name	latency	Latency overhead (milliseconds) added by LiteLLM processing	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Latency overhead (milliseconds) added by LiteLLM processing	identity=api_provider,litellm_model_name; routing=api_provider,litellm_model_name; complementary blank/nonblank routes mark those labels optional; remaining=api_base,api_key_alias,hashed_api_key,le,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway/By Provider and LiteLLM Model / Internal Overhead Measurements by Provider and LiteLLM Model [internal_overhead_measurements_by_provider_litellm_model; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_overhead_latency_metric_sum{api_provider=~"".+"",litellm_model_name=~"".+""}"	litellm_overhead_latency_metric_sum	litellm_overhead_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway/By Provider and LiteLLM Model	api_provider,litellm_model_name	latency	Latency overhead (milliseconds) added by LiteLLM processing	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Latency overhead (milliseconds) added by LiteLLM processing	identity=api_provider,litellm_model_name; routing=api_provider,litellm_model_name; complementary blank/nonblank routes mark those labels optional; remaining=api_base,api_key_alias,hashed_api_key,le,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway/By Provider and LiteLLM Model / Accumulated Internal Overhead by Provider and LiteLLM Model [accumulated_internal_overhead_by_provider_litellm_model; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_overhead_latency_metric_created	litellm_overhead_latency_metric_created	litellm_overhead_latency_metric_created	gauge	api_base,api_key_alias,api_provider,hashed_api_key,litellm_model_name,model_group,model_id	<excluded>	<none>	latency	Latency overhead (milliseconds) added by LiteLLM processing	generated registration-timestamp companion; excluded from operational charts	raw gauge; no rendered unit because job-excluded	source labels=api_base,api_key_alias,api_provider,hashed_api_key,litellm_model_name,model_group,model_id; no chart identity/dimension role	LiteLLM Prometheus callback; prometheus_metrics_config may select families/labels	source-derived synthetic shape/routing proof; exclusion reason is runtime-validated	job-excluded	recommended job exclusion; lost question documented in OPERATOR-MODEL.md	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_overhead_with_guardrails_latency_metric_bucket	litellm_overhead_with_guardrails_latency_metric_bucket	litellm_overhead_with_guardrails_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway	<global>	latency	Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	identity=<global>; remaining=api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	guardrail callback	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway / Guardrail-Inclusive Overhead Distribution [overhead_with_guardrails_distribution; observations/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_overhead_with_guardrails_latency_metric_count	litellm_overhead_with_guardrails_latency_metric_count	litellm_overhead_with_guardrails_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway	<global>	latency	Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	histogram count component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> requests/s; counted/measured object: Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	identity=<global>; remaining=api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	guardrail callback	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway / Internal Overhead Measurements [internal_overhead_measurements; requests/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
litellm_overhead_with_guardrails_latency_metric_sum	litellm_overhead_with_guardrails_latency_metric_sum	litellm_overhead_with_guardrails_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway	<global>	latency	Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	histogram sum component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> seconds/s; counted/measured object: Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	identity=<global>; remaining=api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	guardrail callback	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway / Accumulated Internal Overhead [accumulated_internal_overhead; seconds/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
"litellm_overhead_with_guardrails_latency_metric_bucket{api_provider=~"".+"",litellm_model_name=~"".+""}"	litellm_overhead_with_guardrails_latency_metric_bucket	litellm_overhead_with_guardrails_latency_metric	histogram	api_base,api_key_alias,api_provider,hashed_api_key,le,litellm_model_name,model_group,model_id	LiteLLM/Gateway/By Provider and LiteLLM Model	api_provider,litellm_model_name	latency	Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	histogram bucket component; same observation population as the family bucket/quantile, count, and sum components	raw histogram -> incremental -> observations/s; counted/measured object: Total internal latency (seconds) added by LiteLLM, including pre/post-call guardrails (excludes the LLM API call)	identity=api_provider,litellm_model_name; routing=api_provider,litellm_model_name; complementary blank/nonblank routes mark those labels optional; remaining=api_base,api_key_alias,hashed_api_key,le,model_group,model_id retained as source metadata or intentionally aggregated by this chart; label availability follows exporter configuration; no optional label is used as instance identity unless the chart route requires it	guardrail callback	source-derived synthetic shape/routing proof; does not prove live enablement, values, cadence, or cardinality	chart	LiteLLM/Gateway/By Provider and LiteLLM Model / Guardrail-Inclusive Overhead Distribution by Provider and LiteLLM Model [overhead_with_guardrails_distribution_by_provider_litellm_model; observations/s; incremental]	BerriAI/litellm @ 23de7a15d9d40006ee596e617475ba101d60c5e9; litellm/integrations/prometheus*.py and update callsites audited in OPERATOR-MODEL.md
